ReceivingCode,ReceivingDescription,total_industry_output,auto_attributed_output,auto_share_of_output
339,Other aircraft parts and auxiliary equipment manufacturing,27514029483.607975,1761044.258546537,6.400531988946635e-05
340,Guided missile and space vehicle manufacturing,41839148790.9696,3026.982541235279,7.23480909317307e-08
341,Propulsion units and parts for space vehicles and guided missiles manufacturing,7345776814.717872,3578201.1667708876,0.00048710997584376176
342,Railroad rolling stock manufacturing,7798938652.975197,23118331.53143842,0.002964292009479914
343,Ship building and repairing,33808603449.82783,0.0,0.0
344,Boat building,17023996995.704596,29250860.94500077,0.001718213469632378
345,"Motorcycle, bicycle, and parts manufacturing",6576504172.483895,0.0,0.0
346,"Military armored vehicle, tank, and tank component manufacturing",3917030993.193722,10793085.457657116,0.002755425085073696
347,All other transportation equipment manufacturing,13816629464.232431,13862717.617615739,0.0010033357016269863
348,Wood kitchen cabinet and countertop manufacturing,24690752646.55934,61552389.7223808,0.0024929329050225667
349,Upholstered household furniture manufacturing,10762244624.49317,1678112.8740159739,0.00015592591811162273
350,Nonupholstered wood household furniture manufacturing,5471416637.984511,3811135.714459537,0.0006965537385695111
351,Other household nonupholstered furniture manufacturing,4334442073.894026,133383.89532216193,3.077302523559416e-05
352,Institutional furniture manufacturing,4625362246.678029,3319421.7925359826,0.0007176566105541284
353,Wood office furniture manufacturing,4680624833.027156,122087.79477878164,2.6083653173250022e-05
354,Custom architectural woodwork and millwork,5796584448.213203,1130803.9430748213,0.0001950810780343917
355,"Office furniture, except wood, manufacturing",9359004411.496092,1084200.0734900122,0.00011584566325860898
356,"Showcase, partition, shelving, and locker manufacturing",10295581012.150799,3053361.025363099,0.00029657005483804514
357,Mattress manufacturing,10209255593.021004,6615186.858775318,0.0006479597653816627
358,Blind and shade manufacturing,2561481447.472797,366146.70386546105,0.0001429433362582844
359,Surgical and medical instrument manufacturing,48032707581.40447,14742860.200465573,0.00030693377373073943
360,Surgical appliance and supplies manufacturing,39765239891.79698,34837871.75296975,0.0008760885599524905
361,Dental equipment and supplies manufacturing,5097991303.772651,1592253.5887558612,0.0003123296007934636
362,Ophthalmic goods manufacturing,6521918621.290836,3473721.997905335,0.0005326227142064226
363,Dental laboratories,6273447670.866156,0.0,0.0
364,Jewelry and silverware manufacturing,4327177037.607155,1449017.9376753601,0.0003348644913489925
365,Sporting and athletic goods manufacturing,17030368822.848675,68598445.1536348,0.004028007018943723
366,"Doll, toy, and game manufacturing",6105209963.811684,1798847.5137144006,0.00029464138406000385
367,Office supplies (except paper) manufacturing,3528930419.181521,7543173.33224716,0.002137523962287893
368,Sign manufacturing,15460190478.897182,10159433.364838757,0.0006571350707939955
369,"Gasket, packing, and sealing device manufacturing",5062432383.521818,515865517.2657002,0.10190072245603495
370,Musical instrument manufacturing,2075293476.6531947,328664.34809687774,0.00015837005791918718
371,"Fasteners, buttons, needles, and pins manufacturing",1283649127.987069,10454.025490024578,8.143989866154366e-06
372,"Broom, brush, and mop manufacturing",2568176226.039235,568790.3189061768,0.00022147635864669328
373,Burial casket manufacturing,840011411.9357312,0.0,0.0
374,All other miscellaneous manufacturing,24714006203.779156,93935750.832282,0.0038009115178549145
375,Wholesale - Motor vehicle and motor vehicle parts and supplies,152204100093.69684,61466077786.23642,0.4038398292056384
376,Wholesale - Professional and commercial equipment and supplies,238850032712.8921,2399711760.433322,0.010046939216114228
377,Wholesale - Household appliances and electrical and electronic goods,274165858613.1188,9332298594.560131,0.03403887939135826
378,"Wholesale - Machinery, equipment, and supplies",187713708632.68027,20216620420.68144,0.1076992222248482
379,Wholesale - Other durable goods merchant wholesalers,420791905496.98364,17579778189.65034,0.04177784306208893
380,Wholesale - Drugs and druggists’ sundries,252450494972.4599,1188633040.4973223,0.004708380708966293
381,Wholesale - Grocery and related product wholesalers,235698807800.76324,566903667.463042,0.002405203796967217
382,Wholesale - Petroleum and petroleum products,234689531662.4165,290856332.06982034,0.001239323842054428
383,Wholesale - Other nondurable goods merchant wholesalers,477945292664.027,5053403890.953468,0.010573184773483632
384,Wholesale - Wholesale electronic markets and agents and brokers,39472798007.36185,640128557.6886764,0.01621695420652191
385,Retail - Motor vehicle and parts dealers,425680921460.829,3542534732.6054974,0.00832204252999739
386,Retail - Furniture and home furnishings stores,96296685595.88678,23189268.489383124,0.00024081066078118093
387,Retail - Electronics and appliance stores,41061606351.26,9877964.6941099,0.0002405644973947004
388,Retail - Building material and garden equipment and supplies stores,229816723010.8861,614862475.239202,0.0026754470570450038
389,Retail - Food and beverage stores,331951775629.70386,12453834.176534891,3.7516998223342207e-05
390,Retail - Health and personal care stores,195373424610.57428,2763763.696419129,1.4146057489282218e-05
391,Retail - Gasoline stores,128433106055.74393,37093186.391116336,0.00028881327821361535
392,Retail - Clothing and clothing accessories stores,198561066117.4936,2115738.5403931625,1.0655354454741024e-05
393,"Retail - Sporting goods, hobby, musical instrument and book stores",64998593306.87393,15655783.128748355,0.0002408634146101232
394,Retail - General merchandise stores,297427865774.8091,179545099.2952429,0.0006036593068625974
395,Retail - Miscellaneous store retailers,134962544491.25613,32320991.28111816,0.00023948119385976862
396,Air transportation,289803282660.94446,517338123.7791014,0.0017851354857990392
397,Rail transportation,78218435503.59424,1547943402.5458539,0.019790007209677874
398,Water transportation,42316007549.22484,72316672.47807187,0.0017089672836915967
399,Truck transportation,493990269371.8111,11570873218.14853,0.023423281662739583
400,Transit and ground passenger transportation,122219267901.7811,88625489.16069505,0.0007251351663464146
401,Pipeline transportation,63819483332.41034,11925679.744872514,0.00018686581467224336
402,Scenic and sightseeing transportation and support activities for transportation,100374901552.434,13138164.874551443,0.00013089093659223475
403,Couriers and messengers,136430788266.3947,459902.101190347,3.3709553908927238e-06
404,Warehousing and storage,192819307630.4984,148097294.34957603,0.0007680625771843159
405,Newspaper publishers,20523687151.103962,17100055.379670847,0.0008331863204585557
406,Periodical publishers,25161303948.107414,24677190.50969919,0.0009807596045337452
407,Book publishers,33567703013.400005,16132841.954209577,0.00048060607387313494
408,"Directory, mailing list, and other publishers",7790422921.454371,3639608.337654606,0.0004671900838183427
409,Greeting card publishing,594591037.1544688,0.0,0.0
410,Software publishers,449971708079.7315,148174862.26418325,0.00032929817498198756
411,Motion picture and video industries,133933212232.48158,448463.6032009288,3.3484122102774973e-06
412,Sound recording industries,33138430318.328518,0.0,0.0
413,Radio and television broadcasting,118409861794.76227,130373144.49700174,0.0011010328237944845
414,Cable and other subscription programming,113149107622.81595,73337657.46114635,0.0006481505599285715
415,Wired telecommunications carriers,324534631016.5609,180405029.90362766,0.0005558883788104008
416,Wireless telecommunications carriers (except satellite),297429943603.14215,188640116.47488418,0.0006342337768337974
417,"Satellite, telecommunications resellers, and all other telecommunications",54608132607.93057,193710005.6807785,0.0035472739394250335
418,"Data processing, hosting, and related services",461164857305.81323,941072659.4426876,0.0020406426130138364
419,"News syndicates, libraries, archives and all other information services",11333622982.942234,15102.939758448254,1.3325782745004897e-06
420,Internet publishing and broadcasting and web search portals,337303513042.07983,402451121.48264086,0.0011931423952659325
421,Nondepository credit intermediation and related activities,347223994001.20703,518442135.53313094,0.0014931057314297488
422,Securities and commodity contracts intermediation and brokerage,268411147147.47052,1967482205.7348013,0.00733010616974796
423,Monetary authorities and depository credit intermediation,937362265313.7947,2852615548.597134,0.0030432370217529318
424,Other financial investment activities,539598771692.1259,247627372.39669624,0.00045891018547014557
425,Direct life insurance carriers,102409595168.65085,5233008.683293249,5.109881232003106e-05
426,"Insurance carriers, except direct life",692438486003.7167,954835359.185671,0.0013789461136054558
427,"Insurance agencies, brokerages, and related activities",569403544086.1742,3131530468.041496,0.005499668030811495
428,"Funds, trusts, and other financial vehicles",153370697877.6686,0.0,0.0
429,Other real estate,1758051036809.5134,177269527.17006534,0.0001008329812152505
430,Tenant-occupied housing,615335309318.9202,0.0,0.0
431,Owner-occupied housing,2171573000000.0,0.0,0.0
432,Automotive equipment rental and leasing,94600478324.5388,110867233.61292413,0.0011719521462944425
433,General and consumer goods rental except video tapes and discs,37712859336.73631,35222082.81080707,0.0009339541851311454
434,Video tape and disc rental,2009663442.691569,64634.129797325644,3.2161668677597227e-05
435,Commercial and industrial machinery and equipment rental and leasing,155519142907.1452,345481951.3313251,0.0022214754072918197
436,Lessors of nonfinancial intangible assets,215795604582.27594,2215200695.529745,0.01026527254722262
437,Legal services,423803120181.3251,785199409.2300836,0.0018527457015751426
438,"Accounting, tax preparation, bookkeeping, and payroll services",248851849248.323,364340350.6338636,0.0014640853653866061
439,"Architectural, engineering, and related services",457652012588.528,453979412.05042607,0.0009919751242492537
440,Specialized design services,58056309282.57385,309044909.05476993,0.005323192481123368
441,Custom computer programming services,264337940192.96188,1766702803.401263,0.006683500681406544
442,Computer systems design services,335151390864.86127,785756234.6380057,0.0023444814971835697
443,"Other computer related services, including facilities management",51846591326.78488,51254042.96427154,0.0009885711220863382
444,Management consulting services,251955412125.1923,399745620.9497938,0.001586572868500904
445,Environmental and other technical consulting services,82384761511.94878,122113854.1396864,0.001482238364214667
446,Scientific research and development services,765077056678.0594,241339646.6122985,0.0003154448882053628
447,"Advertising, public relations, and related services",204655941767.58084,379314819.6231626,0.0018534268604521364
448,Photographic services,13510953293.157831,0.0,0.0
449,Veterinary services,65628921661.00901,0.0,0.0
450,"All other miscellaneous professional, scientific, and technical services",121446847884.2971,631562389.6727266,0.005200319322197795
451,Management of companies and enterprises,768439688893.8806,9936765519.630026,0.012931093569533555
452,Office administrative services,91008191270.19351,120017324.35375276,0.0013187529900186045
453,Facilities support services,41697986893.291756,139051433.6115414,0.0033347277403915046
454,Employment services,568698183957.8842,1231190291.3261523,0.0021649274185432076
455,Business support services,95907856548.7992,256976930.13916704,0.002679414798603217
456,Travel arrangement and reservation services,83022687099.65863,0.0,0.0
457,Investigation and security services,86643796803.79498,307938538.99965507,0.003554074848508571
458,Services to buildings,170454530918.53204,869991733.0734906,0.005103951935952346
459,Landscape and horticultural services,148478015858.24344,567035503.8760754,0.00381898626943831
460,Other support services,91467304078.55838,526482500.5914657,0.00575596390311544
461,Waste management and remediation services,176094423617.97348,277518137.0076211,0.001575962096390289
462,Elementary and secondary schools,65278481007.75192,0.0,0.0
463,"Junior colleges, colleges, universities, and professional schools",176386506902.18723,0.0,0.0
464,Other educational services,110444958972.45187,0.0,0.0
465,Offices of physicians,638437126390.0945,0.0,0.0
466,Offices of dentists,174535063254.38123,0.0,0.0
467,Offices of other health practitioners,146785299797.20984,0.0,0.0
468,Outpatient care centers,220750470518.73053,0.0,0.0
469,Medical and diagnostic laboratories,75591588891.25247,0.0,0.0
470,Home health care services,128751388893.92084,0.0,0.0
471,Other ambulatory health care services,48545123666.07678,0.0,0.0
472,Hospitals,1132741890701.8445,0.0,0.0
473,Nursing and community care facilities,245919424481.76385,0.0,0.0
474,"Residential mental health, substance abuse, and other residential care facilities",73092824850.43436,0.0,0.0
475,Individual and family services,169555720858.84744,0.0,0.0
476,Child day care services,85320405397.54497,0.0,0.0
477,"Community food, housing, and other relief services, including rehabilitation services",73328842226.13817,0.0,0.0
478,Performing arts companies,45058117112.05331,2488065.391298389,5.521902713135825e-05
479,Commercial Sports Except Racing,55565084663.56627,13482029.350402562,0.00024263491061037935
480,Racing and Track Operation,2283794080.272102,243571.69220952562,0.00010665221278641083
481,"Independent artists, writers, and performers",69935675123.22382,37307944.70765672,0.0005334608501586871
482,Promoters of performing arts and sports and agents for public figures,84737973690.45755,3696156.938810031,4.3618660888822504e-05
483,"Museums, historical sites, zoos, and parks",21221881096.188236,841.5595771623465,3.965527718056544e-08
484,Amusement parks and arcades,25357974434.13733,0.0,0.0
485,Gambling industries (except casino hotels),86727442972.72577,0.0,0.0
486,Other amusement and recreation industries,64381130466.34005,3714038.471742948,5.768830781380475e-05
487,Fitness and recreational sports centers,35776346911.78964,3572398.473107715,9.985364022536568e-05
488,Bowling centers,4415498328.191138,56865.47568096627,1.2878608812487512e-05
489,"Hotels and motels, including casino hotels",270516499966.86774,182076534.5796229,0.0006730699776240016
490,Other accommodations,14641893032.164705,10.842441403306829,7.405081692297985e-10
491,Full-service restaurants,583206600668.8815,130616616.62749264,0.00022396285720649944
492,Limited-service restaurants,632020444788.3716,117235975.3762602,0.00018549396042958074
493,All other food and drinking places,262316576820.57825,11952235.99062265,4.55641657705752e-05
494,"Automotive repair and maintenance, except car washes",250461701206.37543,243674658.5483719,0.0009729018743172589
495,Car washes,33443842782.57734,22150618.928400133,0.0006623227800825436
496,Electronic and precision equipment repair and maintenance,86184740120.7262,197306621.5530459,0.002289345205156527
497,Commercial and industrial machinery and equipment repair and maintenance,82449118612.34418,696940219.6947087,0.008452973560233593
498,Personal and household goods repair and maintenance,83035095354.9454,60914873.55432685,0.0007336039453430805
499,Personal care services,85717979447.6323,0.0,0.0
500,Death care services,22793786036.794662,0.0,0.0
501,Dry-cleaning and laundry services,30692824257.51741,18522898.0043014,0.0006034927854436431
502,Other personal services,104581520881.06772,0.0,0.0
503,Religious organizations,130458740588.51463,0.0,0.0
504,"Grantmaking, giving, and social advocacy organizations",95843856176.17767,0.0,0.0
505,Business and professional associations,61311491271.88047,14213643.762105292,0.00023182675004716695
506,Labor and civic organizations,67968367053.59602,0.0,0.0
507,Private households,26317072055.155144,0.0,0.0
508,Postal service,71710552540.90923,11067.05445396073,1.543295102578833e-07
509,Federal electric utilities,14713608167.55161,69570818.51755728,0.004728331604683073
510,Other federal government enterprises,5747492811.946518,3713605.432248637,0.0006461261551349276
511,State government passenger transit,1399815983.625252,1038284.727165064,0.0007417294410913268
512,State government electric utilities,1853523516.7636476,6338521.148916712,0.0034197144474239598
513,Other state government enterprises,19509412555.288742,21774481.71492601,0.0011161013512435687
514,Local government passenger transit,11121704746.765198,8249295.8458009055,0.0007417294410913268
515,Local government electric utilities,59308991085.067474,236322297.7649529,0.003984594804959563
516,Other local government enterprises,341923725175.8087,383403030.4929967,0.0011213115740823787
521,"* Employment and payroll of state govt, education",237307330272.21967,0.0,0.0
522,"* Employment and payroll of state govt, hospitals and health services",70896815814.31865,0.0,0.0
523,"* Employment and payroll of state govt, other services",227029274639.18283,0.0,0.0
524,"* Employment and payroll of local govt, education",704059905601.9415,0.0,0.0
525,"* Employment and payroll of local govt, hospitals and health services",90301116372.61938,0.0,0.0
526,"* Employment and payroll of local govt, other services",486336680725.9168,0.0,0.0
527,"* Employment and payroll of federal govt, military",387421502268.9808,0.0,0.0
528,"* Employment and payroll of federal govt, non-military",498613050706.421,0.0,0.0
10001,Households LT15k,426156866.0474183,0.0,0.0
10002,Households 15-30k,699588973.6570828,0.0,0.0
10003,Households 30-40k,512287961.6159279,0.0,0.0
10004,Households 40-50k,527820984.3495299,0.0,0.0
10005,Households 50-70k,1128852916.1888938,0.0,0.0
10006,Households 70-100k,1632120906.264078,0.0,0.0
10007,Households 100-150k,2030237926.2224104,0.0,0.0
10008,Households 150-200k,1211878730.4192684,0.0,0.0
10009,Households GT200k,2138601662.1428115,0.0,0.0
11001,Federal Government NonDefense,1514468867.2572494,512930.9979530715,0.00033868705329149855
11003,Federal Government Investment,16743437493.00464,0.0,0.0
12001,State/Local Govt Other,196497897594.95245,222833648.84888628,0.0011340256133845288
12002,State/Local Govt Education,99444818661.26321,0.0,0.0
12003,State/Local Govt Hospital and Health,343298909020.1894,0.0,0.0
12004,State/Local Govt Investment,58405311600.36454,0.0,0.0
14001,Capital,51157685537.16403,0.0,0.0
14002,Inventory Additions/Deletions,23616797091.069645,11107947.193644086,0.00047034096752452504
