commodity_code,commodity_description,total_demand,auto_demand,auto_share
3399,Truck transportation services,465841103617.85846,11567488561.370176,0.024831403823178486
3400,Transit and ground passenger transportation services,134985727629.26082,97882898.05883586,0.0007251351663464146
3401,Pipeline transportation services,67751412763.091644,12660422.941170547,0.00018686581467224336
3402,Scenic and sightseeing transportation  services and support activities for transportation,117818794285.50333,6768788.133526601,5.745083519632866e-05
3403,Couriers and messengers services,157914334402.44107,0.0,0.0
3404,Warehousing and storage services,192819307630.49823,148097294.34957588,0.0007680625771843158
3405,Newspapers,11450341591.957882,0.0,0.0
3406,Periodicals,13026599111.226948,1624680.5961383379,0.00012472024219568637
3407,Books,33386610452.343758,15139553.811549405,0.0004534618401337773
3408,"Directories, mailing lists, and other published materials",12234381008.25503,0.0,0.0
3409,Greeting cards,966985150.7511759,0.0,0.0
3410,Software publishers,414381866419.65753,18620507.07837259,4.493562239886969e-05
3411,Motion pictures and videos,134338847990.61488,0.0,0.0
3412,Sound recordings,33672109003.816013,0.0,0.0
3413,Radio and television broadcasts,95930475397.7709,0.0,0.0
3414,Cable and other subscription programming,24173724795.534855,0.0,0.0
3415,Wired telecommunications,364713449965.46765,156392750.5310725,0.00042880993433579243
3416,Wireless telecommunications (except satellite),268901610464.2065,169600959.21832055,0.0006307175287107331
3417,"Satellite, telecommunications resellers, and all other telecommunications",38028350584.32179,227587082.40468556,0.005984668777575497
3418,"Data processing, hosting, and related services",501217726850.2233,1063087208.6491017,0.0021210087985710437
3419,"News syndicates, libraries, archives and all other information services",13777653558.058102,0.0,0.0
3420,Internet publishing and broadcasting and web search portals,112919640260.06343,0.0,0.0
3421,Nondepository credit intermediation and related activities,313787178008.30914,458864121.54960513,0.0014623418473059925
3422,Securities and commodity contracts intermediation and brokerage,226325689080.05664,2206553348.3898296,0.00974946042298062
3423,Monetary authorities and depository credit intermediation,901569244176.318,2798893792.6497784,0.0031044690252348545
3424,Other financial investment services,581720461317.6783,16689084.748363856,2.8689182963516085e-05
3425,Direct life insurance,101458081612.92789,0.0,0.0
3426,Other insurance,688530950181.0168,920708988.805082,0.001337207846013349
3427,"Insurance agencies, brokerages, and related services",582680851399.4247,3204551250.607439,0.005499668030811495
3428,"Funds, trusts, and other financial services",153370697877.6686,0.0,0.0
3429,Other real estate services,1790501225736.8901,180501883.01203948,0.00010081081231192846
3430,Tenant-occupied real estate services,625503659448.2787,0.0,0.0
3431,Owner-occupied housing,2171573000000.0002,0.0,0.0
3432,Automotive equipment rental and leasing services,157779713920.39285,184910274.3707275,0.0011719521462944425
3433,General and consumer goods rental  servicesexcept video tapes and discs,35938652205.68945,28482656.95964032,0.0007925354795339605
3434,Video tape and disc rental services,2009663442.6915693,64634.12979732565,3.2161668677597227e-05
3435,Commercial and industrial machinery and equipment rental and leasing services,157613156589.97577,354926203.6708585,0.0022518818311226684
3436,Leasing of nonfinancial intangible assets,215669704415.17346,2215197083.556816,0.010271248294069465
3437,Legal services,423668210632.0807,784497836.4943988,0.0018516797267465214
3438,"Accounting, tax preparation, bookkeeping, and payroll services",269749510905.5898,394804779.3437037,0.0014635977578542569
3439,"Architectural, engineering, and related services",473525823358.7206,458511798.8357886,0.0009682931240867975
3440,Specialized design services,60551610909.53268,322327879.9135321,0.005323192481123369
3441,Custom computer programming services,306530584773.7819,2273606917.807987,0.007417226961172237
3442,Computer systems design services,275309321654.4846,315319665.77275383,0.0011453286938408955
3443,"Other computer related services, including facilities management services",73994113694.99008,44395978.31956795,0.0005999933792378659
3444,Management consulting services,247861116918.73886,383651033.06243956,0.0015478467854569515
3445,Environmental and other technical consulting services,91389652703.05873,135625918.59743914,0.0014840402013356143
3446,Scientific research and development services,758475898815.5001,232513545.64261237,0.0003065536373742727
3447,"Advertising, public relations, and related services",601331579718.7777,1110078746.9779658,0.0018460343418137326
3448,Photographic services,13510953293.15783,0.0,0.0
3449,Veterinary services,65628921661.00901,0.0,0.0
3450,"All other miscellaneous professional, scientific, and technical services",122032799271.91386,634609523.9956186,0.005200319322197795
3451,Management of companies and enterprises,768439688893.8802,9936765519.63002,0.012931093569533555
3452,Office administrative services,56712100553.97494,60406820.66608411,0.0010651487085827967
3453,Facilities support services,47392498822.161995,159884693.4856303,0.003373628685113011
3454,Employment services,567010707808.7747,1228492356.441832,0.0021666122694390865
3455,Business support services,114921729238.19891,288925917.4711563,0.0025141104244289425
3456,Travel arrangement and reservation services,83022687099.65863,0.0,0.0
3457,Investigation and security services,105498716876.43843,375697246.64294815,0.00356115465444921
3458,Services to buildings,160747487887.0209,860270613.7903792,0.005351689317813838
3459,Landscape and horticultural services,148478015858.24347,567035503.8760755,0.00381898626943831
3460,Other support services,53191261527.904396,459960883.99516344,0.008647301657883518
3461,Waste management and remediation services,264746845997.862,420332437.62281317,0.0015876768466817075
3462,Elementary and secondary schools,71984024162.71501,0.0,0.0
3463,"Junior colleges, colleges, universities, and professional schools",266321236688.0072,0.0,0.0
3464,Other educational services,112284186582.87857,0.0,0.0
3465,Offices of physicians,638437126390.0944,0.0,0.0
3466,Offices of dentists,174147470741.15137,0.0,0.0
3467,Offices of other health practitioners,146785299797.2099,0.0,0.0
3468,Outpatient care centers,225883015516.4778,0.0,0.0
3469,Medical and diagnostic laboratories,75979181404.48235,0.0,0.0
3470,Home health care services,151765662227.9107,0.0,0.0
3471,Other ambulatory health care services,50848994243.57471,0.0,0.0
3472,Hospital services,1445708949735.3765,0.0,0.0
3473,Nursing and community care services,248781599806.1509,0.0,0.0
3474,"Residential mental health, substance abuse, and other residential care",73092824850.43436,0.0,0.0
3475,Individual and family services,168893599448.4145,0.0,0.0
3476,Child day care services,86922038242.36761,0.0,0.0
3477,"Community food, housing, and other relief services, including rehabilitation services",73550841456.78314,0.0,0.0
3478,Performing arts,77709111740.26285,4087782.3665051777,5.260364293145311e-05
3479,Commercial sports except racing,63059898452.05214,15482303.924102154,0.0002455174255612573
3480,Racing and track operation services,2280825401.501378,246153.89125504903,0.00010792316285719002
3481,"Independent artists, writers, and performers",60015251190.86368,37443986.08647627,0.0006239078458139735
3482,Promotional services for performing arts and sports and public figures,57415153573.74375,0.0,0.0
3483,"Museum, heritage, zoo, and recreational services",32418342703.404434,0.0,0.0
3484,Amusement parks and arcades,25421488340.997734,0.0,0.0
3485,Gambling recreation,142687755570.16638,0.0,0.0
3486,Other amusement and recreation,76756594567.93181,4427958.054174264,5.768830781380475e-05
3487,Fitness and recreational sports center services,45505887999.69007,4543928.568456838,9.985364022536568e-05
3488,Bowling activities,4415498328.191139,56865.47568096629,1.2878608812487512e-05
3489,"Hotels and motel services, including casino hotels",270515352539.95895,182076321.35542664,0.0006730720443252158
3490,Other accommodation services,16640337504.486395,0.0,0.0
3491,Full-service restaurant services,584461679516.4138,130899462.40426265,0.00022396585951121628
3492,Limited-service restaurant services,630516790485.035,117167755.83245352,0.00018582812956070586
3493,All other food and drinking place services,264016153569.57904,12029675.787353938,4.55641657705752e-05
3494,"Automotive repair and maintenance, except car washes",250461701206.37543,243674658.5483719,0.0009729018743172589
3495,Car washes,33443842782.577335,22150618.928400133,0.0006623227800825436
3496,Electronic and precision equipment repair and maintenance,86188680696.89087,197315642.89219403,0.002289345205156527
3497,Commercial and industrial machinery and equipment repair and maintenance,84056935184.01367,710531050.6647364,0.008452973560233593
3498,Personal and household goods repair and maintenance,83357540904.76651,61151420.881833926,0.0007336039453430805
3499,Personal care services,85717979447.6323,0.0,0.0
3500,Death care services,22793786036.794662,0.0,0.0
3501,Dry-cleaning and laundry services,30670792928.99696,18520677.00817694,0.0006038538700663006
3502,Other personal services,108779536322.9029,0.0,0.0
3503,Services from religious organizations,130458740588.51466,0.0,0.0
3504,"Grantmaking, giving, and social advocacy services",95843856176.17767,0.0,0.0
3505,Business and professional services,61608967015.244125,14282606.596907154,0.00023182675004716695
3506,Labor and civic services,67968367053.596016,0.0,0.0
3507,"Cooking, housecleaning, gardening, and other services to private households",26317072055.155144,0.0,0.0
3508,US Postal delivery services,71600772109.62254,0.0,0.0
3510,Other products and services of Fed Govt enterprises,1156429414.6837592,0.0,0.0
3513,Other products and services of State Govt enterprises,7568416312.532882,10849660.590074647,0.0014335443693957752
3516,Other products and services of Local Govt enterprises,133025570069.36438,192537754.28822243,0.0014473740213090328
3517,Used and secondhand goods,125382065074.6835,0.0,0.0
3518,Scrap,48868797016.738625,0.0,0.0
3521,"* Employment and payroll of state govt, education",237307330272.21967,0.0,0.0
3522,"* Employment and payroll of state govt, hospitals and health services",70896815814.31865,0.0,0.0
3523,"* Employment and payroll of state govt, other services",227029274639.18283,0.0,0.0
3524,"* Employment and payroll of local govt, education",704059905601.9415,0.0,0.0
3525,"* Employment and payroll of local govt, hospitals and health services",90301116372.61938,0.0,0.0
3526,"* Employment and payroll of local govt, other services",486336680725.9168,0.0,0.0
3527,"* Employment and payroll of federal govt, military",387421502268.9808,0.0,0.0
3528,"* Employment and payroll of federal govt, non-military",498613050706.421,0.0,0.0
