ReceivingCode,ReceivingDescription,total_industry_output,auto_attributed_output,auto_share_of_output
356,"Showcase, partition, shelving, and locker manufacturing",68840218.613398,628823.6831863364,0.009134539312226296
357,Mattress manufacturing,10900990.293554401,65057.429314270805,0.005968029285627226
358,Blind and shade manufacturing,3895049.5436692,4560.480648517796,0.0011708402158658422
359,Surgical and medical instrument manufacturing,45992177.981831305,298376.3043530785,0.00648754456618577
360,Surgical appliance and supplies manufacturing,121796258.562324,1216601.0873790334,0.00998882151011634
361,Dental equipment and supplies manufacturing,2963471.5611496004,22311.01796767303,0.007528676252596823
362,Ophthalmic goods manufacturing,2140129.8257958996,6960.693580679997,0.0032524632369400125
363,Dental laboratories,8061092.4865999995,0.0,0.0
364,Jewelry and silverware manufacturing,33278392.899241,43874.263813983,0.0013184009199850412
365,Sporting and athletic goods manufacturing,20955775.061394904,381065.67697301315,0.018184279791923278
366,"Doll, toy, and game manufacturing",15508963.515873,101787.5696574846,0.0065631445681916655
367,Office supplies (except paper) manufacturing,7297478.889843,140881.83065987824,0.019305548229261026
368,Sign manufacturing,90193315.838837,1040186.4705825849,0.011532855410718622
369,"Gasket, packing, and sealing device manufacturing",107418078.4828152,47125805.46267494,0.43871391229749235
370,Musical instrument manufacturing,17883183.465051,936.6291862239378,5.2374857533301425e-05
371,"Fasteners, buttons, needles, and pins manufacturing",34322362.81825,2271.968056604661,6.619497814400477e-05
372,"Broom, brush, and mop manufacturing",30040546.66692,14833.777628977343,0.0004937918671537353
373,Burial casket manufacturing,1428944.4605685,0.0,0.0
374,All other miscellaneous manufacturing,547488236.356738,12885859.445716681,0.02353632204312858
375,Wholesale - Motor vehicle and motor vehicle parts and supplies,11426577015.0,9231845183.022842,0.8079274458924952
376,Wholesale - Professional and commercial equipment and supplies,4776752141.0,282806897.29627365,0.05920485069109506
377,Wholesale - Household appliances and electrical and electronic goods,7464314051.0,1480002417.4041445,0.1982770831039548
378,"Wholesale - Machinery, equipment, and supplies",5955114974.0,2441192878.752749,0.40993211540179897
379,Wholesale - Other durable goods merchant wholesalers,12043573210.35,2609806237.3885007,0.21669700443599965
380,Wholesale - Drugs and druggists’ sundries,4609047664.0,128799579.01300311,0.02794494403236944
381,Wholesale - Grocery and related product wholesalers,5465906852.0,84042391.63149,0.015375745307613231
382,Wholesale - Petroleum and petroleum products,5534119845.0,50661250.87448222,0.009154346543516573
383,Wholesale - Other nondurable goods merchant wholesalers,10579233201.0,696295349.4218739,0.06581718506366385
384,Wholesale - Wholesale electronic markets and agents and brokers,1005310253.0,97797335.31691472,0.09728074992279495
385,Retail - Motor vehicle and parts dealers,12423129306.0,691220430.7836205,0.05563980006629905
386,Retail - Furniture and home furnishings stores,2202828137.4,3469401.385787455,0.0015749759715174114
387,Retail - Electronics and appliance stores,968254174.48,1523244.051942633,0.0015731861448061298
388,Retail - Building material and garden equipment and supplies stores,6224242017.0,113903532.12212741,0.018299984449677193
389,Retail - Food and beverage stores,7533876199.0,1898456.1284886368,0.0002519892918788108
390,Retail - Health and personal care stores,5436331409.0,524693.9240250959,9.65161769123292e-05
391,Retail - Gasoline stores,3281834828.0,6550255.029101292,0.001995912461290173
392,Retail - Clothing and clothing accessories stores,4060868349.0,298853.87916157703,7.359358971466549e-05
393,"Retail - Sporting goods, hobby, musical instrument and book stores",1630201186.7,2568157.0374488365,0.0015753620218173997
394,Retail - General merchandise stores,8335106083.0,34657605.89558839,0.004158028170304259
395,Retail - Miscellaneous store retailers,3738162186.14,5851894.940156209,0.0015654470428953847
396,Air transportation,5252007319.985,86506049.70053266,0.016471045150938543
397,Rail transportation,793973399.5,94873352.0381903,0.11949185211738357
398,Water transportation,416298611.37340003,6778010.932214601,0.01628160831441027
399,Truck transportation,14171889588.4,1989155256.8282459,0.14035921211638658
400,Transit and ground passenger transportation,1491948994.0,9712241.153347848,0.00650976755398908
401,Pipeline transportation,876495443.3,2416841.05668844,0.002757391467534672
402,Scenic and sightseeing transportation and support activities for transportation,1898480792.1178,2033473.919015323,0.0010711058692076283
403,Couriers and messengers,2685364298.0756,53204.62484501356,1.981281455299802e-05
404,Warehousing and storage,4319109266.0,21493958.23755537,0.004976479388182112
405,Newspaper publishers,375730641.07909,2045596.28742418,0.0054443158576294795
406,Periodical publishers,348269619.53352,2313150.4721231908,0.006641838226433519
407,Book publishers,540568301.4987999,2944035.9866927634,0.005446186871353757
408,"Directory, mailing list, and other publishers",49062735.832,152620.9279002664,0.0031107300747122836
409,Greeting card publishing,17834585.2282,0.0,0.0
410,Software publishers,5254497265.198,12537024.741841843,0.0023859608463169357
411,Motion picture and video industries,1477733427.336,32218.867950488326,2.1802895809544784e-05
412,Sound recording industries,190291959.32770002,0.0,0.0
413,Radio and television broadcasting,1267704103.75732,9088200.404274728,0.007169023415904716
414,Cable and other subscription programming,1095450151.041,4622124.900523971,0.004219384055159052
415,Wired telecommunications carriers,5946447001.997999,27597236.947048496,0.004640962399526281
416,Wireless telecommunications carriers (except satellite),5321388551.098181,29025719.825817302,0.005454538706786828
417,"Satellite, telecommunications resellers, and all other telecommunications",1378830148.649,38935913.57273854,0.028238368308735183
418,"Data processing, hosting, and related services",8272994196.5873,120016525.78393728,0.014507024051031655
419,"News syndicates, libraries, archives and all other information services",148998981.0788,1292.203142715358,8.672563619961669e-06
420,Internet publishing and broadcasting and web search portals,6906377388.88298,54122395.77510341,0.007836582440777541
421,Nondepository credit intermediation and related activities,8343529894.523,81147950.9452507,0.009725853681967295
422,Securities and commodity contracts intermediation and brokerage,4373118164.968,208993685.68222645,0.0477905416223199
423,Monetary authorities and depository credit intermediation,15751396131.151001,327015629.4774307,0.020761056782179644
424,Other financial investment activities,7753418451.852,23326719.01978026,0.003008572175568363
425,Direct life insurance carriers,1197579207.91,377736.9761656286,0.0003154171128478845
426,"Insurance carriers, except direct life",20488477572.3,103508122.23044685,0.005052016279159155
427,"Insurance agencies, brokerages, and related activities",12395017500.0,421004590.7884248,0.03396563101168875
428,"Funds, trusts, and other financial vehicles",3007349860.0,0.0,0.0
429,Other real estate,45368229021.814,25480333.404310886,0.0005616338559757182
430,Tenant-occupied housing,10310908863.0,0.0,0.0
431,Owner-occupied housing,63277973086.0,0.0,0.0
432,Automotive equipment rental and leasing,2192499913.0,22288691.196040362,0.01016588008231331
433,General and consumer goods rental except video tapes and discs,865098327.3649001,6232373.148536041,0.0072042367340137215
434,Video tape and disc rental,31960671.95,990.3401014310946,3.098621027056018e-05
435,Commercial and industrial machinery and equipment rental and leasing,2502330118.986,43773879.904578924,0.01749324742265304
436,Lessors of nonfinancial intangible assets,6005771507.633,384715109.15974146,0.0640575667373942
437,Legal services,8138260551.855,110565070.96155225,0.013585835727064616
438,"Accounting, tax preparation, bookkeeping, and payroll services",5302630918.68,53561482.73718712,0.0101009260419204
439,"Architectural, engineering, and related services",11169430193.11,80899860.19140436,0.007242971108885073
440,Specialized design services,1610668591.0,54233246.224180445,0.03367126330470577
441,Custom computer programming services,4296187151.5,226690723.0606338,0.052765560499729504
442,Computer systems design services,5096861743.3776,92856266.27763608,0.01821832157764238
443,"Other computer related services, including facilities management",1824526514.42,14078555.912576254,0.007716279155883737
444,Management consulting services,4499138543.099999,50422909.316001974,0.011207236414920344
445,Environmental and other technical consulting services,1379871480.146,14436232.802657321,0.01046201259346984
446,Scientific research and development services,15786953055.44,42566197.14335164,0.002696289587602455
447,"Advertising, public relations, and related services",4131324450.711,49769607.06776629,0.012046888996869018
448,Photographic services,196632583.9,0.0,0.0
449,Veterinary services,1524112209.0,0.0,0.0
450,"All other miscellaneous professional, scientific, and technical services",3645217797.0,114361245.66388837,0.03137295273769573
451,Management of companies and enterprises,20643119533.0,1711633343.133053,0.08291544019772998
452,Office administrative services,1991235465.9474,18447746.7156012,0.009264472751254476
453,Facilities support services,731696586.67612,19339194.696239788,0.026430620353296984
454,Employment services,15318411020.759,232536663.8833597,0.015180207892857409
455,Business support services,2527200181.5288,46310590.30276999,0.018324860310335582
456,Travel arrangement and reservation services,1314825833.0,0.0,0.0
457,Investigation and security services,1483691106.6838,35785104.39765389,0.024118972093616728
458,Services to buildings,4029563905.73,152491447.8997035,0.03784316404136492
459,Landscape and horticultural services,3991366797.0,111292835.90975335,0.027883389718380062
460,Other support services,2711898985.095,102003383.93646781,0.03761326822905041
461,Waste management and remediation services,4584570921.119,51298018.41920139,0.011189273609640352
462,Elementary and secondary schools,1815002391.0,0.0,0.0
463,"Junior colleges, colleges, universities, and professional schools",1914061714.0,0.0,0.0
464,Other educational services,2597446522.0,0.0,0.0
465,Offices of physicians,15288667966.0,0.0,0.0
466,Offices of dentists,5100518805.79,0.0,0.0
467,Offices of other health practitioners,3825093678.0,0.0,0.0
468,Outpatient care centers,3920098633.0,0.0,0.0
469,Medical and diagnostic laboratories,616670368.8,0.0,0.0
470,Home health care services,2526264570.0,0.0,0.0
471,Other ambulatory health care services,1363616147.0,0.0,0.0
472,Hospitals,35842052858.48,0.0,0.0
473,Nursing and community care facilities,6759212648.5859,0.0,0.0
474,"Residential mental health, substance abuse, and other residential care facilities",2084498821.0,0.0,0.0
475,Individual and family services,3075157208.15,0.0,0.0
476,Child day care services,1606681942.0,0.0,0.0
477,"Community food, housing, and other relief services, including rehabilitation services",2050319956.0,0.0,0.0
478,Performing arts companies,584770988.706,349128.6753429117,0.0005970348770472948
479,Commercial Sports Except Racing,1186913117.0,2827009.9204855426,0.0023818170681532223
480,Racing and Track Operation,16209969.488799999,10582.121793621925,0.0006528156515614333
481,"Independent artists, writers, and performers",593076783.92,2490774.8025697,0.00419975097677349
482,Promoters of performing arts and sports and agents for public figures,1573629798.1,655367.0010817994,0.00041646834717612067
483,"Museums, historical sites, zoos, and parks",517441115.42370003,225.25628001396092,4.3532737020619763e-07
484,Amusement parks and arcades,233309956.6,0.0,0.0
485,Gambling industries (except casino hotels),1219655887.0,0.0,0.0
486,Other amusement and recreation industries,1585623817.0,865045.7310630652,0.0005455554601215133
487,Fitness and recreational sports centers,760176351.6,725452.2615419549,0.0009543210072439656
488,Bowling centers,105613752.7,10831.22343599858,0.00010255504760601674
489,"Hotels and motels, including casino hotels",188324479.47551998,1143607.1974373737,0.006072536085708547
490,Other accommodations,330726074.05210704,3.0000567125241284,9.07112244210736e-09
491,Full-service restaurants,13274866415.5101,23533460.893649004,0.0017727832549902693
492,Limited-service restaurants,15313495728.71641,22765680.83197022,0.0014866416679294987
493,All other food and drinking places,6103041443.0,2824551.0979091013,0.00046281040761222
494,"Automotive repair and maintenance, except car washes",7288561376.0,47139170.433421664,0.00646755484403863
495,Car washes,919870670.9,4047887.383234525,0.004400496190702633
496,Electronic and precision equipment repair and maintenance,2143900705.0,36729498.07458062,0.017132089181611895
497,Commercial and industrial machinery and equipment repair and maintenance,2288530034.0,131456243.73368119,0.05744134522190028
498,Personal and household goods repair and maintenance,2143492059.0,12516522.74376887,0.005839313792283506
499,Personal care services,2021500250.0,0.0,0.0
500,Death care services,529629202.3,0.0,0.0
501,Dry-cleaning and laundry services,834235126.8392,2368110.990366834,0.0028386613248225054
502,Other personal services,2641291728.0,0.0,0.0
503,Religious organizations,4454974726.0,0.0,0.0
504,"Grantmaking, giving, and social advocacy organizations",2210525303.0,0.0,0.0
505,Business and professional associations,1264520751.0,1866358.3810993908,0.0014759412841769892
506,Labor and civic organizations,1838572721.0,0.0,0.0
507,Private households,342361887.5,0.0,0.0
508,Postal service,1902090149.168,1937.4448855658277,1.0185873085002267e-06
510,Other federal government enterprises,2959118.973667,7555.526624231139,0.0025533027537815345
514,Local government passenger transit,324441249.2798,2143115.7866466558,0.006605558915224187
515,Local government electric utilities,424467023.07,11413592.60703002,0.026889232818323727
516,Other local government enterprises,5692807421.536,44712870.316433646,0.007854274175389106
521,"* Employment and payroll of state govt, education",9936609370.0,0.0,0.0
522,"* Employment and payroll of state govt, hospitals and health services",1175453582.0,0.0,0.0
523,"* Employment and payroll of state govt, other services",6953666057.0,0.0,0.0
524,"* Employment and payroll of local govt, education",16299626966.0,0.0,0.0
525,"* Employment and payroll of local govt, hospitals and health services",1231455634.0,0.0,0.0
526,"* Employment and payroll of local govt, other services",10959452321.0,0.0,0.0
527,"* Employment and payroll of federal govt, military",5124049292.0,0.0,0.0
528,"* Employment and payroll of federal govt, non-military",7778632576.0,0.0,0.0
10001,Households LT15k,10107550.37,0.0,0.0
10002,Households 15-30k,16736532.33,0.0,0.0
10003,Households 30-40k,12844306.65,0.0,0.0
10004,Households 40-50k,12956007.97,0.0,0.0
10005,Households 50-70k,26805580.52,0.0,0.0
10006,Households 70-100k,38542817.39,0.0,0.0
10007,Households 100-150k,44777569.07,0.0,0.0
10008,Households 150-200k,25254304.64,0.0,0.0
10009,Households GT200k,37642277.27,0.0,0.0
11001,Federal Government NonDefense,22059419.483975,35760.84769389545,0.0016211146317732345
11003,Federal Government Investment,190878953.7,0.0,0.0
12001,State/Local Govt Other,5169213207.636,42237102.48560615,0.008170895799618633
12002,State/Local Govt Education,4032400797.9,0.0,0.0
12003,State/Local Govt Hospital and Health,9374606468.98,0.0,0.0
12004,State/Local Govt Investment,1115931487.0,0.0,0.0
14001,Capital,1188895903.78,0.0,0.0
14002,Inventory Additions/Deletions,234763844.8539006,919489.2969069815,0.003916656321075345
