occupation_code,occupation_title,min_employment,max_employment,avg_employment,std_employment,segment_name
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.0344261051157182,0.2077953027128868,0.11969599554619682,0.09782672583421786,1. Materials & Processing
17-3022,Civil Engineering Technologists and Technicians,0.0120455080784843,0.2267002487518113,0.11917323945553904,0.12367495589121935,6. Engineering & Design
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.0105492977390149,0.3098505636444135,0.1169478633383643,0.12078113460819152,1. Materials & Processing
51-2021,"Coil Winders, Tapers, and Finishers",0.0156313993175719,0.1509928899853667,0.08210809779918847,0.07645834617071445,4. Parts & Machining
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0112823796074917,0.1777173659949889,0.07395229853194515,0.07044541531446469,2. Equipment Manufacturing
19-4021,Biological Technicians,0.0072737003865302,0.1368933278885848,0.07196296181479858,0.07468133088357579,6. Engineering & Design
11-9121,Natural Sciences Managers,0.0101701947240672,0.1993360479066438,0.07007448141749781,0.08248243544148905,1. Materials & Processing
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.0100469723387056,0.1699698100433955,0.06932483399885778,0.06282262711113573,1. Materials & Processing
17-2041,Chemical Engineers,0.0017992706815509,0.1956000046793545,0.0652361960969273,0.07969906055222803,1. Materials & Processing
51-4194,"Tool Grinders, Filers, and Sharpeners",0.0140485201219847,0.1156817768698606,0.06383264178290232,0.05717319333517543,1. Materials & Processing
17-2011,Aerospace Engineers,0.0062974473854283,0.1185199395057559,0.06230432127332455,0.06465783946559182,6. Engineering & Design
37-3011,Landscaping and Groundskeeping Workers,0.0027690823168929,0.0979026334676295,0.0622717110368157,0.04167508922801859,6. Engineering & Design
19-2041,"Environmental Scientists and Specialists, Including Health",0.0052606235776671,0.0990065895001124,0.05204641840111295,0.05401244884725182,6. Engineering & Design
19-1021,Biochemists and Biophysicists,0.0051298764764412,0.0965458879524189,0.050752861043383946,0.0526700279321975,6. Engineering & Design
17-2061,Computer Hardware Engineers,0.0049799183994011,0.0937236298005966,0.05016605813295699,0.0430501476475824,5. Component Systems
17-1012,Landscape Architects,0.0048458940545626,0.0912012494978551,0.0479432572522283,0.04975429259991583,6. Engineering & Design
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.045626485253646,0.0491536710306535,0.04739007814214975,0.002036421657837098,1. Materials & Processing
19-5012,Occupational Health and Safety Technicians,0.0120250295728165,0.0725828452511742,0.0418097801465656,0.03417084991793577,1. Materials & Processing
15-1251,Computer Programmers,0.001607456022883,0.1473097858178224,0.04179844929748716,0.04860660450433479,1. Materials & Processing
19-1029,"Biological Scientists, All Other",0.0042174715256114,0.0793741399474527,0.041725906515837775,0.04330208418805829,6. Engineering & Design
19-4042,"Environmental Science and Protection Technicians, Including Health",0.0036687176576684,0.0690464196424537,0.036296764326033945,0.037667858552179315,6. Engineering & Design
19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0029764470784451,0.0560176697141887,0.0294477275757156,0.030560102466477043,6. Engineering & Design
17-3028,Calibration Technologists and Technicians,0.0013845411584464,0.0786385982637299,0.029198043917630853,0.030365225611629954,5. Component Systems
27-3042,Technical Writers,0.0018822165861718,0.0786385982637299,0.027555871483301426,0.026477393011567634,2. Equipment Manufacturing
29-2010,Clinical Laboratory Technologists and Technicians,0.0027659181947456,0.0520554499395519,0.027364842494741498,0.028398537322382324,6. Engineering & Design
19-4061,Social Science Research Assistants,0.0022810123770747,0.0429293700124155,0.022567386318865474,0.023419859360347996,6. Engineering & Design
19-2012,Physicists,0.0021565935201433,0.0405877680117383,0.0213364379742001,0.02214241248614721,6. Engineering & Design
11-9111,Medical and Health Services Managers,0.0021151205678329,0.0398072340115126,0.02092612185931165,0.021716596861413605,6. Engineering & Design
17-3012,Electrical and Electronics Drafters,0.0020768117376697,0.039086249784795,0.020547110250954976,0.021323268257106783,6. Engineering & Design
17-3025,Environmental Engineering Technologists and Technicians,0.0020768117376697,0.039086249784795,0.020547110250954976,0.021323268257106783,6. Engineering & Design
49-9045,"Refractory Materials Repairers, Except Brickmasons",0.0057702752872812,0.034829269707593,0.020062648468803852,0.016397066604525445,1. Materials & Processing
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",0.0042581195464994,0.0350632544201209,0.019347733235981025,0.01732924820282832,2. Equipment Manufacturing
47-2141,"Painters, Construction and Maintenance",0.0042581195464994,0.0350632544201209,0.019347733235981025,0.01732924820282832,2. Equipment Manufacturing
19-1022,Microbiologists,0.0019364591485367,0.0364447699350371,0.019158520196972225,0.019882224827710262,6. Engineering & Design
17-2031,Bioengineers and Biomedical Engineers,0.0017290943869844,0.0325420999339084,0.017106939622529897,0.01775314670404227,6. Engineering & Design
15-1255,Web and Digital Interface Designers,0.0016368823588525,0.0308066405760123,0.016194632226474374,0.016806377299418553,6. Engineering & Design
27-1011,Art Directors,0.0016288015515655,0.0306545572425296,0.016114684085181498,0.01672340915243228,6. Engineering & Design
53-7041,Hoist and Winch Operators,0.004516732169665,0.027262907764726,0.0157042091124259,0.012834943661014842,1. Materials & Processing
17-3019,"Drafters, All Other",0.0014702675558972,0.0276708976061368,0.01454621476827775,0.015095691600479917,6. Engineering & Design
19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0013845411584464,0.02605749985653,0.013698073500636624,0.01421551217140451,6. Engineering & Design
19-3051,Urban and Regional Planners,0.0013845411584464,0.02605749985653,0.013698073500636624,0.01421551217140451,6. Engineering & Design
19-2032,Materials Scientists,0.0013143648638799,0.024736759931651,0.013003778473645224,0.013494990456706253,6. Engineering & Design
15-2041,Statisticians,0.0011612426646925,0.0218549520063206,0.01148885121687695,0.011922837492540814,6. Engineering & Design
15-1242,Database Administrators,0.0009825812453963,0.0184924879298451,0.009721249554537525,0.010088465458837473,6. Engineering & Design
13-2031,Budget Analysts,0.0008996353407754,0.0169314199293937,0.0089006173247606,0.009236834209370295,6. Engineering & Design
19-3099,"Social Scientists and Related Workers, All Other",0.0007050401892776,0.0132690780038375,0.006975373953103849,0.007238865620471221,6. Engineering & Design
17-1021,Cartographers and Photogrammetrists,0.0006922705792232,0.013028749928265,0.0068490367503183,0.00710775608570227,6. Engineering & Design
47-5023,"Earth Drillers, Except Oil and Gas",0.0006922705792232,0.013028749928265,0.0068490367503183,0.00710775608570227,6. Engineering & Design
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0006922705792232,0.013028749928265,0.0068490367503183,0.00710775608570227,6. Engineering & Design
19-1013,Soil and Plant Scientists,0.0006220942846567,0.011708010003386,0.006154741723326924,0.006387234371003981,6. Engineering & Design
27-3041,Editors,0.0005004559205553,0.0094187377518642,0.004951302416525749,0.005138335676411365,6. Engineering & Design
27-1014,Special Effects Artists and Animators,0.000428631987254,0.0080669887480341,0.004240706338205625,0.004400897145376914,6. Engineering & Design
11-2032,Public Relations Managers,0.0004147295231044,0.0078053400022573,0.004103161148884575,0.004258156247336017,6. Engineering & Design
19-3011,Economists,0.0004147295231044,0.0078053400022573,0.004103161148884575,0.004258156247336017,6. Engineering & Design
19-1012,Food Scientists and Technologists,0.0004147295231044,0.0078053400022573,0.004103161148884575,0.004258156247336017,6. Engineering & Design
19-3022,Survey Researchers,0.0002073647615522,0.0039026700011286,0.002051580574442275,0.002129078123667994,6. Engineering & Design
23-2011,Paralegals and Legal Assistants,0.0002073647615522,0.0039026700011286,0.002051580574442275,0.002129078123667994,6. Engineering & Design
13-1121,"Meeting, Convention, and Event Planners",0.0002073647615522,0.0039026700011286,0.002051580574442275,0.002129078123667994,6. Engineering & Design
43-4111,"Interviewers, Except Eligibility and Loan",0.0002073647615522,0.0039026700011286,0.002051580574442275,0.002129078123667994,6. Engineering & Design
15-1243,Database Architects,0.0002073647615522,0.0039026700011286,0.002051580574442275,0.002129078123667994,6. Engineering & Design
19-3041,Sociologists,0.0002073647615522,0.0039026700011286,0.002051580574442275,0.002129078123667994,6. Engineering & Design
49-9062,Medical Equipment Repairers,0.0002073647615522,0.0039026700011286,0.002051580574442275,0.002129078123667994,6. Engineering & Design
51-5111,Prepress Technicians and Workers,8.572639745081966e-05,0.0016133977496068,0.0008481412676411151,0.0008801794290753595,6. Engineering & Design
13-1075,Labor Relations Specialists,,,,,7. Core Automotive
13-2054,Financial Risk Specialists,,,,,6. Engineering & Design
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",,,,,6. Engineering & Design
49-9064,Watch and Clock Repairers,,,,,5. Component Systems
