stage,segment,ice_flag,ev_flag,naics_code,naics_title,row_type,period,employment
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-03-01,1753
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-04-01,1722
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-05-01,1725
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-06-01,1756
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-07-01,1762
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-08-01,1748
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-09-01,1722
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-10-01,1765
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-11-01,1757
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2016-12-01,1784
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-01-01,1754
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-02-01,1756
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-03-01,1775
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-04-01,1791
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-05-01,1779
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-06-01,1817
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-07-01,1829
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-08-01,1833
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-09-01,1794
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-10-01,1765
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-11-01,1775
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2017-12-01,1800
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-01-01,1775
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-02-01,1781
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-03-01,1780
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-04-01,1774
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-05-01,1801
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-06-01,1801
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-07-01,1808
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-08-01,1803
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-09-01,1805
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-10-01,1794
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-11-01,1781
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2018-12-01,1772
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-01-01,1745
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-02-01,1760
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-03-01,1781
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-04-01,1782
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-05-01,1781
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-06-01,1761
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-07-01,1751
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-08-01,1748
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-09-01,1728
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-10-01,1705
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-11-01,1704
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2019-12-01,1695
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-01-01,1953
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-02-01,1973
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-03-01,1975
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-04-01,1305
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-05-01,1340
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-06-01,1582
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-07-01,1675
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-08-01,1728
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-09-01,1748
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-10-01,1735
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-11-01,1740
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2020-12-01,1772
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-01-01,1747
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-02-01,1764
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-03-01,1776
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-04-01,1736
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-05-01,1713
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-06-01,1731
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-07-01,1741
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-08-01,1753
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-09-01,1727
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-10-01,1746
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-11-01,1760
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2021-12-01,1775
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-01-01,1805
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-02-01,1827
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-03-01,1814
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-04-01,1806
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-05-01,1809
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-06-01,1814
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-07-01,1787
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-08-01,1806
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-09-01,1781
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-10-01,1812
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-11-01,1902
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2022-12-01,1923
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-01-01,1915
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-02-01,1943
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-03-01,1962
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-04-01,1964
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-05-01,1978
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-06-01,2008
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-07-01,1960
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-08-01,1991
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-09-01,1976
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-10-01,1941
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-11-01,1968
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2023-12-01,1976
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-01-01,2075
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-02-01,2083
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-03-01,2074
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-04-01,2043
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-05-01,2048
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-06-01,2047
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-07-01,1945
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-08-01,1948
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-09-01,1887
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-10-01,1866
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-11-01,1840
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2024-12-01,1830
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2025-01-01,1898
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2025-02-01,1885
Upstream,1. Materials & Processing - Metals,ICE,EV,3312,"""Steel Product Manufacturing from Purchased Steel""",naics_detail,2025-03-01,1893
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-01-01,2354
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-02-01,2370
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-03-01,2350
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-04-01,2350
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-05-01,2386
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-06-01,2398
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-07-01,2249
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-08-01,2352
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-09-01,2346
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-10-01,2368
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-11-01,2372
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2000-12-01,2357
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-01-01,2316
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-02-01,2180
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-03-01,2199
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-04-01,2207
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-05-01,2200
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-06-01,2265
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-07-01,2021
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-08-01,2237
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-09-01,2177
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-10-01,2064
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-11-01,2063
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2001-12-01,2080
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-01-01,1726
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-02-01,1693
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-03-01,1670
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-04-01,1731
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-05-01,1754
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-06-01,1790
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-07-01,1572
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-08-01,1812
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-09-01,1803
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-10-01,1769
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-11-01,1803
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2002-12-01,1783
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-01-01,1841
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-02-01,1856
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-03-01,1830
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-04-01,1792
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-05-01,1842
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-06-01,1854
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-07-01,1630
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-08-01,1885
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-09-01,1919
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-10-01,1970
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-11-01,1957
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2003-12-01,1961
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-01-01,1937
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-02-01,1936
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-03-01,1937
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-04-01,1922
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-05-01,1945
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-06-01,1948
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-07-01,1758
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-08-01,1917
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-09-01,1915
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-10-01,1894
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-11-01,1806
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2004-12-01,1802
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-01-01,1733
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-02-01,1761
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-03-01,1736
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-04-01,1677
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-05-01,1666
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-06-01,1656
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-07-01,1530
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-08-01,1631
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-09-01,1617
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-10-01,1613
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-11-01,1632
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2005-12-01,1647
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-01-01,1701
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-02-01,1685
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-03-01,1690
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-04-01,1700
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-05-01,1689
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-06-01,1740
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-07-01,1743
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-08-01,1737
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-09-01,1709
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-10-01,1729
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-11-01,1712
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2006-12-01,1721
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-01-01,1710
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-02-01,1685
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-03-01,1723
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-04-01,1727
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-05-01,1731
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-06-01,1723
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-07-01,1713
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-08-01,1732
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-09-01,1753
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-10-01,1746
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-11-01,1757
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2007-12-01,1768
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2008-01-01,1778
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2008-02-01,1778
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2008-03-01,1752
Upstream,1. Materials & Processing - Metals,ICE,EV,3313,"""Alumina and Aluminum Production and Processing""",naics_detail,2008-04-01,1764
