year,title,code,type,employment_base,employment_proj,share_base,share_proj,change_numeric,change_percent,self_employed,openings,median_wage
2023,Bailiffs,33-3011,Line item,16.7,16.5,0.0,0.0,-0.2,-1.4,,1.9,53040.0
2023,Correctional officers and jailers,33-3012,Line item,370.9,346.0,0.2,0.2,-24.8,-6.7,0.0,29.1,53300.0
2023,Detectives and criminal investigators,33-3021,Line item,113.4,116.0,0.1,0.1,2.6,2.3,,8.5,91100.0
2023,Fish and game wardens,33-3031,Line item,6.8,6.5,0.0,0.0,-0.3,-5.0,,0.6,60380.0
2023,Parking enforcement workers,33-3041,Line item,7.9,7.9,0.0,0.0,0.0,-0.4,,0.7,46840.0
2023,Police officers,33-3050,Summary,676.6,703.0,0.4,0.4,26.4,3.9,,54.0,72260.0
2023,Police and sheriff's patrol officers,33-3051,Line item,674.2,700.6,0.4,0.4,26.4,3.9,,53.8,72280.0
2023,Transit and railroad police,33-3052,Line item,2.4,2.5,0.0,0.0,0.1,3.5,,0.2,72250.0
2023,Other protective service workers,33-9000,Summary,1718.8,1762.9,1.0,1.0,44.1,2.6,0.3,267.8,36920.0
2023,Animal control workers,33-9011,Line item,12.0,12.6,0.0,0.0,0.6,4.9,,1.3,43170.0
2023,Private detectives and investigators,33-9021,Line item,38.8,40.7,0.0,0.0,1.9,5.0,9.9,3.6,49540.0
2023,Security guards and gambling surveillance officers,33-9030,Summary,1240.7,1267.6,0.7,0.7,26.9,2.2,0.2,162.4,37090.0
2023,Gambling surveillance officers and gambling investigators,33-9031,Line item,11.0,11.3,0.0,0.0,0.3,2.6,,1.5,39210.0
2023,Security guards,33-9032,Line item,1229.6,1256.3,0.7,0.7,26.6,2.2,0.2,161.0,37070.0
2023,Miscellaneous protective service workers,33-9090,Summary,427.3,441.9,0.3,0.3,14.6,3.4,0.0,100.5,35730.0
2023,Crossing guards and flaggers,33-9091,Line item,93.0,97.2,0.1,0.1,4.2,4.5,,19.5,36370.0
2023,"Lifeguards, ski patrol, and other recreational protective service workers",33-9092,Line item,129.1,137.9,0.1,0.1,8.8,6.8,0.1,39.5,30380.0
2023,Transportation security screeners,33-9093,Line item,51.7,52.2,0.0,0.0,0.5,0.9,,5.1,50020.0
2023,School bus monitors,33-9094,Line item,70.1,68.4,0.0,0.0,-1.7,-2.4,,11.6,33130.0
2023,"Protective service workers, all other",33-9099,Line item,83.5,86.3,0.0,0.0,2.8,3.3,,24.8,39360.0
2023,Food preparation and serving related occupations,35-0000,Summary,13580.3,14167.2,8.1,8.1,586.8,4.3,0.6,2683.4,32240.0
2023,Supervisors of food preparation and serving workers,35-1000,Summary,1398.5,1490.8,0.8,0.9,92.3,6.6,1.6,211.5,40950.0
2023,Chefs and head cooks,35-1011,Line item,187.1,202.6,0.1,0.1,15.5,8.3,4.4,24.6,58920.0
2023,First-line supervisors of food preparation and serving workers,35-1012,Line item,1211.4,1288.2,0.7,0.7,76.8,6.3,1.1,186.9,38520.0
2023,Cooks and food preparation workers,35-2000,Summary,3664.1,3789.0,2.2,2.2,125.0,3.4,1.1,596.6,34020.0
2023,Cooks,35-2010,Summary,2759.2,2918.2,1.6,1.7,159.0,5.8,1.1,441.4,34320.0
2023,"Cooks, fast food",35-2011,Line item,682.2,588.5,0.4,0.3,-93.7,-13.7,,85.9,29260.0
2023,"Cooks, institution and cafeteria",35-2012,Line item,456.3,471.1,0.3,0.3,14.9,3.3,,71.0,35320.0
2023,"Cooks, private household",35-2013,Line item,37.8,35.4,0.0,0.0,-2.4,-6.3,83.9,5.2,42590.0
2023,"Cooks, restaurant",35-2014,Line item,1434.2,1678.6,0.9,1.0,244.5,17.0,,257.7,35780.0
2023,"Cooks, short order",35-2015,Line item,128.8,123.5,0.1,0.1,-5.3,-4.1,,18.4,34130.0
2023,"Cooks, all other",35-2019,Line item,20.0,21.1,0.0,0.0,1.0,5.2,,3.2,35920.0
2023,Food preparation workers,35-2021,Line item,904.8,870.8,0.5,0.5,-34.0,-3.8,1.0,155.2,32420.0
2023,Food and beverage serving workers,35-3000,Summary,7024.8,7338.4,4.2,4.2,313.6,4.5,0.1,1568.6,30160.0
2023,Bartenders,35-3011,Line item,734.3,798.9,0.4,0.5,64.5,8.8,0.5,134.6,31510.0
2023,Fast food and counter workers,35-3023,Line item,3734.1,3946.5,2.2,2.3,212.5,5.7,0.1,912.4,29540.0
2023,Waiters and waitresses,35-3031,Line item,2277.9,2300.8,1.4,1.3,22.9,1.0,0.1,471.2,31940.0
2023,"Food servers, nonrestaurant",35-3041,Line item,278.6,292.2,0.2,0.2,13.7,4.9,0.2,50.4,33110.0
2023,Other food preparation and serving related workers,35-9000,Summary,1493.0,1548.9,0.9,0.9,56.0,3.7,0.5,306.6,30620.0
2023,Dining room and cafeteria attendants and bartender helpers,35-9011,Line item,493.8,534.7,0.3,0.3,40.9,8.3,0.1,99.4,31180.0
2023,Dishwashers,35-9021,Line item,475.0,481.9,0.3,0.3,6.9,1.4,0.5,80.5,31200.0
2023,"Hosts and hostesses, restaurant, lounge, and coffee shop",35-9031,Line item,435.6,437.0,0.3,0.3,1.4,0.3,1.0,110.4,29220.0
2023,"Food preparation and serving related workers, all other",35-9099,Line item,88.6,95.3,0.1,0.1,6.8,7.6,,16.4,33870.0
2023,Building and grounds cleaning and maintenance occupations,37-0000,Summary,5640.5,5817.4,3.4,3.3,176.9,3.1,12.0,786.8,35990.0
2023,Supervisors of building and grounds cleaning and maintenance workers,37-1000,Summary,464.0,481.6,0.3,0.3,17.6,3.8,34.0,54.0,49310.0
2023,First-line supervisors of housekeeping and janitorial workers,37-1011,Line item,241.6,251.4,0.1,0.1,9.8,4.0,26.1,30.0,46650.0
2023,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",37-1012,Line item,222.4,230.2,0.1,0.1,7.8,3.5,42.6,24.0,55740.0
2023,Building cleaning and pest control workers,37-2000,Summary,3880.4,3974.4,2.3,2.3,94.1,2.4,6.6,556.2,34780.0
2023,Building cleaning workers,37-2010,Summary,3782.2,3869.3,2.3,2.2,87.2,2.3,6.7,543.1,34600.0
2023,"Janitors and cleaners, except maids and housekeeping cleaners",37-2011,Line item,2431.6,2507.3,1.4,1.4,75.8,3.1,5.5,350.3,35020.0
2023,Maids and housekeeping cleaners,37-2012,Line item,1335.5,1346.2,0.8,0.8,10.8,0.8,9.0,190.6,33450.0
2023,"Building cleaning workers, all other",37-2019,Line item,15.2,15.8,0.0,0.0,0.6,4.3,6.8,2.2,39900.0
2023,Pest control workers,37-2021,Line item,98.2,105.1,0.1,0.1,6.9,7.0,3.4,13.1,43470.0
2023,Grounds maintenance workers,37-3000,Summary,1296.1,1361.4,0.8,0.8,65.2,5.0,20.4,176.6,37690.0
2023,Landscaping and groundskeeping workers,37-3011,Line item,1188.2,1248.3,0.7,0.7,60.1,5.1,20.8,161.9,37360.0
2023,"Pesticide handlers, sprayers, and applicators, vegetation",37-3012,Line item,26.7,28.0,0.0,0.0,1.4,5.1,0.3,3.9,44070.0
2023,Tree trimmers and pruners,37-3013,Line item,67.1,70.4,0.0,0.0,3.2,4.8,24.1,8.7,49070.0
2023,"Grounds maintenance workers, all other",37-3019,Line item,14.1,14.6,0.0,0.0,0.5,3.8,,2.0,43310.0
2023,Personal care and service occupations,39-0000,Summary,4346.2,4622.3,2.6,2.6,276.1,6.4,21.6,794.5,34260.0
2023,Supervisors of personal care and service workers,39-1000,Summary,312.4,341.1,0.2,0.2,28.7,9.2,26.6,36.4,47550.0
2023,First-line supervisors of entertainment and recreation workers,39-1010,Summary,156.5,169.4,0.1,0.1,12.9,8.3,24.7,18.0,48430.0
2023,First-line supervisors of gambling services workers,39-1013,Line item,33.2,34.9,0.0,0.0,1.7,5.2,21.6,3.7,61210.0
2023,"First-line supervisors of entertainment and recreation workers, except gambling services",39-1014,Line item,123.3,134.6,0.1,0.1,11.2,9.1,25.5,14.4,46060.0
2023,First-line supervisors of personal service workers,39-1022,Line item,155.9,171.7,0.1,0.1,15.8,10.1,28.6,18.4,46690.0
2023,Animal care and service workers,39-2000,Summary,422.5,486.8,0.3,0.3,64.3,15.2,25.0,84.5,31830.0
2023,Animal trainers,39-2011,Line item,57.9,61.6,0.0,0.0,3.7,6.4,39.9,8.8,38810.0
2023,Animal caretakers,39-2021,Line item,364.6,425.2,0.2,0.2,60.6,16.6,22.6,75.8,31200.0
2023,Entertainment attendants and related workers,39-3000,Summary,644.5,669.7,0.4,0.4,25.1,3.9,1.5,169.6,29840.0
2023,Gambling services workers,39-3010,Summary,110.9,113.9,0.1,0.1,3.0,2.7,4.1,19.0,32240.0
2023,Gambling dealers,39-3011,Line item,86.8,89.6,0.1,0.1,2.8,3.2,4.0,15.0,32240.0
2023,Gambling and sports book writers and runners,39-3012,Line item,9.6,9.4,0.0,0.0,-0.2,-2.4,4.6,1.6,29170.0
2023,"Gambling service workers, all other",39-3019,Line item,14.5,14.9,0.0,0.0,0.4,2.9,4.3,2.5,32710.0
2023,Motion picture projectionists,39-3021,Line item,2.6,2.5,0.0,0.0,-0.1,-5.0,,0.7,35160.0
2023,"Ushers, lobby attendants, and ticket takers",39-3031,Line item,119.7,122.7,0.1,0.1,3.1,2.6,,33.6,29780.0
2023,Miscellaneous entertainment attendants and related workers,39-3090,Summary,411.4,430.6,0.2,0.2,19.2,4.7,1.3,116.3,29560.0
2023,Amusement and recreation attendants,39-3091,Line item,381.5,398.6,0.2,0.2,17.1,4.5,1.2,107.7,29390.0
2023,Costume attendants,39-3092,Line item,6.5,7.0,0.0,0.0,0.5,7.1,1.4,1.9,52370.0
2023,"Locker room, coatroom, and dressing room attendants",39-3093,Line item,15.5,16.7,0.0,0.0,1.2,8.0,1.3,4.5,33450.0
2023,"Entertainment attendants and related workers, all other",39-3099,Line item,7.9,8.3,0.0,0.0,0.4,5.2,1.2,2.2,33280.0
2023,Funeral service workers,39-4000,Summary,64.8,66.9,0.0,0.0,2.1,3.3,1.3,9.3,38080.0
2023,Embalmers and crematory operators,39-4010,Summary,6.7,6.9,0.0,0.0,0.2,2.9,,1.1,47830.0
2023,Embalmers,39-4011,Line item,3.4,3.5,0.0,0.0,0.0,1.2,,0.5,54090.0
2023,Crematory operators,39-4012,Line item,3.2,3.4,0.0,0.0,0.2,4.7,,0.5,41670.0
2023,Funeral attendants,39-4021,Line item,32.9,33.9,0.0,0.0,1.1,3.2,,5.2,33850.0
2023,"Morticians, undertakers, and funeral arrangers",39-4031,Line item,25.3,26.1,0.0,0.0,0.9,3.5,3.4,3.0,51030.0
2023,Personal appearance workers,39-5000,Summary,964.7,1045.4,0.6,0.6,80.8,8.4,44.7,132.9,34930.0
2023,"Barbers, hairdressers, hairstylists and cosmetologists",39-5010,Summary,649.4,694.8,0.4,0.4,45.3,7.0,52.0,89.1,35080.0
2023,Barbers,39-5011,Line item,78.4,83.3,0.0,0.0,5.0,6.4,79.5,9.1,36150.0
2023,"Hairdressers, hairstylists, and cosmetologists",39-5012,Line item,571.1,611.4,0.3,0.4,40.3,7.1,48.2,80.0,34970.0
2023,Miscellaneous personal appearance workers,39-5090,Summary,315.2,350.7,0.2,0.2,35.5,11.2,29.6,43.9,34810.0
2023,"Makeup artists, theatrical and performance",39-5091,Line item,7.4,8.1,0.0,0.0,0.7,9.4,44.6,1.2,47390.0
2023,Manicurists and pedicurists,39-5092,Line item,212.7,237.8,0.1,0.1,25.1,11.8,31.9,27.7,34250.0
2023,Shampooers,39-5093,Line item,13.3,14.5,0.0,0.0,1.3,9.5,44.5,2.2,29530.0
2023,Skincare specialists,39-5094,Line item,81.8,90.2,0.0,0.1,8.4,10.3,19.8,12.8,43200.0
2023,"Baggage porters, bellhops, and concierges",39-6000,Summary,71.3,73.7,0.0,0.0,2.4,3.3,,11.2,36260.0
2023,Baggage porters and bellhops,39-6011,Line item,29.5,29.6,0.0,0.0,0.1,0.5,,4.5,34840.0
2023,Concierges,39-6012,Line item,41.8,44.0,0.0,0.0,2.3,5.4,,6.7,37150.0
2023,Tour and travel guides,39-7000,Summary,56.3,61.7,0.0,0.0,5.3,9.5,12.7,14.2,36060.0
2023,Tour and travel guides,39-7010,Line item,56.3,61.7,0.0,0.0,5.3,9.5,12.7,14.2,36060.0
2023,Other personal care and service workers,39-9000,Summary,1809.7,1877.0,1.1,1.1,67.3,3.7,16.7,336.4,34690.0
2023,Childcare workers,39-9011,Line item,970.8,957.8,0.6,0.5,-13.0,-1.3,22.9,162.5,30370.0
2023,Recreation and fitness workers,39-9030,Summary,650.1,714.2,0.4,0.4,64.0,9.9,8.6,137.4,37000.0
2023,Exercise trainers and group fitness instructors,39-9031,Line item,350.1,397.7,0.2,0.2,47.5,13.6,15.8,73.7,46480.0
2023,Recreation workers,39-9032,Line item,300.0,316.5,0.2,0.2,16.5,5.5,0.2,63.7,34410.0
2023,Residential advisors,39-9041,Line item,95.7,100.7,0.1,0.1,5.0,5.2,0.1,18.6,37950.0
2023,"Personal care and service workers, all other",39-9099,Line item,93.1,104.4,0.1,0.1,11.3,12.1,25.3,17.9,36980.0
2023,Sales and related occupations,41-0000,Summary,14609.5,14319.5,8.7,8.2,-290.0,-2.0,7.4,1817.3,36760.0
2023,Supervisors of sales workers,41-1000,Summary,1755.1,1668.7,1.0,1.0,-86.4,-4.9,24.4,152.3,49020.0
2023,First-line supervisors of retail sales workers,41-1011,Line item,1407.4,1316.9,0.8,0.8,-90.5,-6.4,22.4,124.1,46730.0
2023,First-line supervisors of non-retail sales workers,41-1012,Line item,347.8,351.9,0.2,0.2,4.1,1.2,32.6,28.2,84570.0
2023,Retail sales workers,41-2000,Summary,7841.8,7512.8,4.7,4.3,-329.0,-4.2,2.0,1197.9,31940.0
2023,Cashiers,41-2010,Summary,3360.2,3006.2,2.0,1.7,-354.0,-10.5,0.4,569.5,29740.0
2023,Cashiers,41-2011,Line item,3338.8,2985.7,2.0,1.7,-353.1,-10.6,0.4,565.6,29720.0
2023,Gambling change persons and booth cashiers,41-2012,Line item,21.4,20.5,0.0,0.0,-0.9,-4.3,,3.9,33230.0
2023,Counter and rental clerks and parts salespersons,41-2020,Summary,671.5,692.0,0.4,0.4,20.4,3.0,0.4,75.9,37200.0
2023,Counter and rental clerks,41-2021,Line item,403.7,420.8,0.2,0.2,17.1,4.2,0.3,46.1,37400.0
2023,Parts salespersons,41-2022,Line item,267.9,271.2,0.2,0.2,3.3,1.2,0.6,29.7,36860.0
2023,Retail salespersons,41-2031,Line item,3810.1,3814.7,2.3,2.2,4.5,0.1,3.6,552.5,33680.0
2023,"Sales representatives, services",41-3000,Summary,2412.3,2518.8,1.4,1.4,106.6,4.4,4.7,224.3,63150.0
2023,Advertising sales agents,41-3011,Line item,111.6,104.2,0.1,0.1,-7.4,-6.6,3.1,10.3,61270.0
2023,Insurance sales agents,41-3021,Line item,547.6,581.0,0.3,0.3,33.4,6.1,11.0,47.1,59080.0
2023,"Securities, commodities, and financial services sales agents",41-3031,Line item,513.8,547.9,0.3,0.3,34.1,6.6,4.9,41.0,76900.0
2023,Travel agents,41-3041,Line item,68.8,71.2,0.0,0.0,2.3,3.4,15.0,8.2,47410.0
2023,"Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,Line item,1170.3,1214.5,0.7,0.7,44.2,3.8,1.3,117.7,64600.0
2023,"Sales representatives, wholesale and manufacturing",41-4000,Summary,1681.4,1701.4,1.0,1.0,20.0,1.2,2.9,149.9,73080.0
2023,"Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,325.3,335.3,0.2,0.2,10.0,3.1,2.9,29.9,99710.0
2023,"Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,Line item,1356.1,1366.1,0.8,0.8,10.0,0.7,2.9,120.0,65630.0
2023,Other sales and related workers,41-9000,Summary,918.9,917.8,0.5,0.5,-1.1,-0.1,37.1,92.9,47990.0
2023,"Models, demonstrators, and product promoters",41-9010,Summary,60.1,62.8,0.0,0.0,2.7,4.6,7.7,11.3,37190.0
2023,Demonstrators and product promoters,41-9011,Line item,56.5,59.2,0.0,0.0,2.8,4.9,7.8,10.6,36970.0
2023,Models,41-9012,Line item,3.6,3.6,0.0,0.0,0.0,-0.4,6.6,0.6,47430.0
2023,Real estate brokers and sales agents,41-9020,Summary,544.4,554.5,0.3,0.3,10.1,1.9,53.1,46.0,56620.0
2023,Real estate brokers,41-9021,Line item,113.6,115.8,0.1,0.1,2.2,2.0,53.7,9.6,63060.0
2023,Real estate sales agents,41-9022,Line item,430.7,438.7,0.3,0.3,7.9,1.8,53.0,36.4,54300.0
2023,Sales engineers,41-9031,Line item,59.7,63.4,0.0,0.0,3.7,6.3,0.1,5.8,116950.0
2023,Telemarketers,41-9041,Line item,85.2,66.8,0.1,0.0,-18.3,-21.5,3.2,8.0,34480.0
2023,Miscellaneous sales and related workers,41-9090,Summary,169.7,170.3,0.1,0.1,0.6,0.3,25.9,21.9,44100.0
2023,"Door-to-door sales workers, news and street vendors, and related workers",41-9091,Line item,32.4,27.7,0.0,0.0,-4.8,-14.6,80.9,3.6,34910.0
2023,"Sales and related workers, all other",41-9099,Line item,137.2,142.6,0.1,0.1,5.3,3.9,12.9,18.3,44610.0
2023,Office and administrative support occupations,43-0000,Summary,19671.9,18975.6,11.7,10.9,-696.3,-3.5,2.0,2073.7,44480.0
2023,Supervisors of office and administrative support workers,43-1000,Summary,1570.5,1501.4,0.9,0.9,-69.1,-4.4,0.7,138.1,63450.0
2023,First-line supervisors of office and administrative support workers,43-1011,Line item,1570.5,1501.4,0.9,0.9,-69.1,-4.4,0.7,138.1,63450.0
2023,Communications equipment operators,43-2000,Summary,51.1,38.6,0.0,0.0,-12.5,-24.5,,3.3,37030.0
2023,"Switchboard operators, including answering service",43-2011,Line item,44.9,33.6,0.0,0.0,-11.3,-25.2,,2.7,36750.0
2023,Telephone operators,43-2021,Line item,4.7,3.5,0.0,0.0,-1.2,-26.4,,0.4,38080.0
2023,"Communications equipment operators, all other",43-2099,Line item,1.4,1.5,0.0,0.0,0.1,5.1,,0.2,49310.0
2023,Financial clerks,43-3000,Summary,2942.6,2763.0,1.8,1.6,-179.5,-6.1,3.2,289.0,45790.0
2023,Bill and account collectors,43-3011,Line item,196.5,177.8,0.1,0.1,-18.6,-9.5,2.0,17.0,44250.0
2023,Billing and posting clerks,43-3021,Line item,449.0,451.3,0.3,0.3,2.3,0.5,1.7,45.3,45590.0
2023,"Bookkeeping, accounting, and auditing clerks",43-3031,Line item,1663.8,1579.9,1.0,0.9,-83.9,-5.0,4.9,174.9,47440.0
2023,Gambling cage workers,43-3041,Line item,13.1,12.7,0.0,0.0,-0.5,-3.7,0.8,1.3,36110.0
2023,Payroll and timekeeping clerks,43-3051,Line item,160.3,136.2,0.1,0.1,-24.2,-15.1,0.2,12.8,52240.0
2023,Procurement clerks,43-3061,Line item,63.3,59.1,0.0,0.0,-4.2,-6.7,,5.2,46670.0
2023,Tellers,43-3071,Line item,350.3,298.8,0.2,0.2,-51.4,-14.7,0.3,27.3,37640.0
2023,"Financial clerks, all other",43-3099,Line item,46.2,47.3,0.0,0.0,1.1,2.3,1.3,5.1,49940.0
2023,Information and record clerks,43-4000,Summary,5764.4,5576.9,3.4,3.2,-187.5,-3.3,0.9,698.3,39030.0
2023,Brokerage clerks,43-4011,Line item,49.7,48.2,0.0,0.0,-1.4,-2.8,1.3,5.5,60150.0
2023,Correspondence clerks,43-4021,Line item,5.5,5.1,0.0,0.0,-0.4,-6.7,12.7,0.6,42120.0
2023,"Court, municipal, and license clerks",43-4031,Line item,165.1,171.4,0.1,0.1,6.3,3.8,,17.1,46110.0
2023,"Credit authorizers, checkers, and clerks",43-4041,Line item,14.5,13.7,0.0,0.0,-0.8,-5.2,0.6,1.1,48000.0
2023,Customer service representatives,43-4051,Line item,2954.6,2805.8,1.8,1.6,-148.8,-5.0,0.6,365.3,39680.0
2023,"Eligibility interviewers, government programs",43-4061,Line item,160.0,164.9,0.1,0.1,5.0,3.1,0.3,14.1,50270.0
2023,File clerks,43-4071,Line item,87.2,73.9,0.1,0.0,-13.3,-15.3,2.1,8.3,38130.0
2023,"Hotel, motel, and resort desk clerks",43-4081,Line item,271.3,290.2,0.2,0.2,18.9,7.0,0.1,45.9,30790.0
2023,"Interviewers, except eligibility and loan",43-4111,Line item,169.1,152.5,0.1,0.1,-16.7,-9.9,1.0,17.4,40300.0
2023,"Library assistants, clerical",43-4121,Line item,87.7,82.7,0.1,0.0,-5.0,-5.7,,13.5,34020.0
2023,Loan interviewers and clerks,43-4131,Line item,206.1,201.2,0.1,0.1,-4.9,-2.4,,16.3,47380.0
2023,New accounts clerks,43-4141,Line item,42.2,36.0,0.0,0.0,-6.2,-14.6,,2.6,44630.0
2023,Order clerks,43-4151,Line item,106.3,87.3,0.1,0.1,-19.0,-17.9,13.6,9.3,41600.0
2023,"Human resources assistants, except payroll and timekeeping",43-4161,Line item,104.2,99.2,0.1,0.1,-5.0,-4.8,0.1,10.5,47710.0
2023,Receptionists and information clerks,43-4171,Line item,1054.5,1048.8,0.6,0.6,-5.7,-0.5,1.0,137.8,35840.0
2023,Reservation and transportation ticket agents and travel clerks,43-4181,Line item,123.8,128.5,0.1,0.1,4.7,3.8,1.6,13.6,40610.0
2023,"Information and record clerks, all other",43-4199,Line item,162.8,167.4,0.1,0.1,4.7,2.9,0.5,19.5,46210.0
2023,"Material recording, scheduling, dispatching, and distributing workers",43-5000,Summary,2472.9,2436.9,1.5,1.4,-36.0,-1.5,6.6,224.3,46590.0
2023,Cargo and freight agents,43-5011,Line item,106.7,117.0,0.1,0.1,10.3,9.7,0.7,11.1,48330.0
2023,Couriers and messengers,43-5021,Line item,225.5,244.3,0.1,0.1,18.8,8.3,67.1,25.8,36710.0
2023,Dispatchers,43-5030,Summary,318.1,322.6,0.2,0.2,4.5,1.4,1.5,31.1,47530.0
2023,Public safety telecommunicators,43-5031,Line item,102.7,106.8,0.1,0.1,4.1,4.0,1.1,11.5,48890.0
2023,"Dispatchers, except police, fire, and ambulance",43-5032,Line item,215.4,215.7,0.1,0.1,0.4,0.2,1.7,19.6,46860.0
2023,"Meter readers, utilities",43-5041,Line item,20.4,18.1,0.0,0.0,-2.3,-11.4,,1.3,47720.0
2023,Postal service workers,43-5050,Summary,502.6,482.0,0.3,0.3,-20.5,-4.1,,35.8,56510.0
2023,Postal service clerks,43-5051,Line item,74.6,72.4,0.0,0.0,-2.2,-3.0,,6.1,59570.0
2023,Postal service mail carriers,43-5052,Line item,316.7,307.1,0.2,0.2,-9.5,-3.0,,21.9,56330.0
2023,"Postal service mail sorters, processors, and processing machine operators",43-5053,Line item,111.3,102.5,0.1,0.1,-8.7,-7.9,,7.8,53440.0
2023,"Production, planning, and expediting clerks",43-5061,Line item,399.2,418.7,0.2,0.2,19.5,4.9,0.5,41.6,53900.0
2023,"Shipping, receiving, and inventory clerks",43-5071,Line item,848.7,784.2,0.5,0.4,-64.4,-7.6,0.4,71.6,39780.0
2023,"Weighers, measurers, checkers, and samplers, recordkeeping",43-5111,Line item,51.8,50.1,0.0,0.0,-1.7,-3.3,2.2,6.0,43270.0
2023,Secretaries and administrative assistants,43-6000,Summary,3421.4,3449.8,2.0,2.0,28.4,0.8,0.9,367.5,46010.0
2023,Executive secretaries and executive administrative assistants,43-6011,Line item,516.1,517.2,0.3,0.3,1.2,0.2,0.1,52.6,70310.0
2023,Legal secretaries and administrative assistants,43-6012,Line item,154.2,146.3,0.1,0.1,-7.9,-5.1,,18.1,50680.0
2023,Medical secretaries and administrative assistants,43-6013,Line item,768.9,810.1,0.5,0.5,41.3,5.4,0.1,82.4,40640.0
2023,"Secretaries and administrative assistants, except legal, medical, and executive",43-6014,Line item,1982.3,1976.2,1.2,1.1,-6.1,-0.3,1.5,214.4,44280.0
2023,Other office and administrative support workers,43-9000,Summary,3449.0,3209.0,2.1,1.8,-240.1,-7.0,1.3,353.2,40950.0
2023,Data entry and information processing workers,43-9020,Summary,203.8,147.6,0.1,0.1,-56.2,-27.6,3.0,13.8,38970.0
2023,Data entry keyers,43-9021,Line item,163.9,122.8,0.1,0.1,-41.0,-25.0,2.9,11.6,37790.0
2023,Word processors and typists,43-9022,Line item,39.9,24.8,0.0,0.0,-15.2,-38.0,3.7,2.2,46450.0
2023,Desktop publishers,43-9031,Line item,6.4,5.6,0.0,0.0,-0.9,-13.4,14.8,0.5,51290.0
2023,Insurance claims and policy processing clerks,43-9041,Line item,271.8,261.3,0.2,0.1,-10.5,-3.9,0.1,22.3,46900.0
2023,"Mail clerks and mail machine operators, except postal service",43-9051,Line item,70.6,66.2,0.0,0.0,-4.4,-6.2,0.3,7.6,36880.0
2023,"Office clerks, general",43-9061,Line item,2645.8,2498.2,1.6,1.4,-147.5,-5.6,0.6,284.6,40480.0
2023,"Office machine operators, except computer",43-9071,Line item,29.2,24.8,0.0,0.0,-4.4,-15.1,2.0,3.2,37450.0
2023,Proofreaders and copy markers,43-9081,Line item,6.7,6.5,0.0,0.0,-0.2,-3.4,12.3,1.0,48790.0
2023,Statistical assistants,43-9111,Line item,7.9,7.9,0.0,0.0,0.0,0.2,,0.9,50510.0
2023,"Office and administrative support workers, all other",43-9199,Line item,206.8,190.8,0.1,0.1,-16.0,-7.7,8.8,19.2,43230.0
2023,"Farming, fishing, and forestry occupations",45-0000,Summary,982.9,964.5,0.6,0.6,-18.4,-1.9,8.2,145.2,35520.0
2023,"Supervisors of farming, fishing, and forestry workers",45-1000,Summary,68.9,71.0,0.0,0.0,2.1,3.1,8.8,9.8,57320.0
2023,"First-line supervisors of farming, fishing, and forestry workers",45-1011,Line item,68.9,71.0,0.0,0.0,2.1,3.1,8.8,9.8,57320.0
2023,Agricultural workers,45-2000,Summary,827.9,810.1,0.5,0.5,-17.8,-2.1,6.0,123.1,34910.0
2023,Agricultural inspectors,45-2011,Line item,13.3,13.9,0.0,0.0,0.5,3.9,,2.2,48010.0
2023,Animal breeders,45-2021,Line item,6.7,6.9,0.0,0.0,0.2,2.4,3.1,1.1,47540.0
2023,"Graders and sorters, agricultural products",45-2041,Line item,32.2,30.6,0.0,0.0,-1.5,-4.7,,4.5,34360.0
2023,Miscellaneous agricultural workers,45-2090,Summary,775.7,758.7,0.5,0.4,-16.9,-2.2,6.4,115.3,34790.0
2023,Agricultural equipment operators,45-2091,Line item,62.7,68.0,0.0,0.0,5.3,8.4,7.0,10.5,39690.0
2023,"Farmworkers and laborers, crop, nursery, and greenhouse",45-2092,Line item,497.3,485.4,0.3,0.3,-11.9,-2.4,8.0,73.7,34470.0
2023,"Farmworkers, farm, ranch, and aquacultural animals",45-2093,Line item,204.7,194.1,0.1,0.1,-10.6,-5.2,2.3,29.4,35120.0
2023,"Agricultural workers, all other",45-2099,Line item,11.0,11.3,0.0,0.0,0.3,2.5,6.4,1.7,40620.0
2023,Fishing and hunting workers,45-3000,Summary,25.5,25.3,0.0,0.0,-0.2,-0.7,36.8,3.5,
2023,Fishing and hunting workers,45-3031,Line item,25.5,25.3,0.0,0.0,-0.2,-0.7,36.8,3.5,
2023,"Forest, conservation, and logging workers",45-4000,Summary,60.7,58.1,0.0,0.0,-2.6,-4.3,26.1,8.8,46910.0
2023,Forest and conservation workers,45-4011,Line item,10.9,10.5,0.0,0.0,-0.4,-3.8,6.7,2.1,33940.0
2023,Logging workers,45-4020,Summary,49.8,47.6,0.0,0.0,-2.2,-4.4,30.4,6.7,48910.0
2023,Fallers,45-4021,Line item,6.9,6.3,0.0,0.0,-0.6,-8.4,30.5,0.9,53170.0
2023,Logging equipment operators,45-4022,Line item,34.1,32.8,0.0,0.0,-1.3,-3.8,30.3,4.6,48240.0
2023,Log graders and scalers,45-4023,Line item,5.2,5.1,0.0,0.0,-0.1,-1.5,30.4,0.7,45600.0
